timestamp,gaze_0_x,gaze_0_y,gaze_0_z,gaze_1_x,gaze_1_y,gaze_1_z,gaze_angle_x,gaze_angle_y,pose_Tx,pose_Ty,pose_Tz,pose_Rx,pose_Ry,pose_Rz,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r
0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.262,0.0,0,0.219,0,0.0,0.0,0.438,0,0,0,0.0,0,0.219,0,0
0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.525,0.0,0,0.438,0,0.0,0.0,0.875,0,0,0,0.0,0,0.438,0,0
0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.788,0.0,0,0.656,0,0.0,0.0,1.312,0,0,0,0.0,0,0.656,0,0
0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.05,0.0,0,0.875,0,0.0,0.0,1.75,0,0,0,0.0,0,0.875,0,0
0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.312,0.0,0,1.094,0,0.0,0.0,2.188,0,0,0,0.0,0,1.094,0,0
0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.575,0.0,0,1.312,0,0.0,0.0,2.625,0,0,0,0.0,0,1.312,0,0
0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.838,0.0,0,1.531,0,0.0,0.0,3.062,0,0,0,0.0,0,1.531,0,0
0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.1,0.0,0,1.75,0,0.0,0.0,3.5,0,0,0,0.0,0,1.75,0,0
0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,2.1,0.0,0,1.75,0,0.0,0.06,3.5,0,0,0,0.0,0,1.75,0,0
0.3999999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,2.1,0.0,0,1.75,0,0.0,0.12,3.5,0,0,0,0.0,0,1.75,0,0
0.4399999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,2.1,0.0,0,1.75,0,0.0,0.18,3.5,0,0,0,0.0,0,1.75,0,0
0.4799999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,2.1,0.0,0,1.75,0,0.0,0.24,3.5,0,0,0,0.0,0,1.75,0,0
0.5199999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,2.1,0.0,0,1.75,0,0.0,0.3,3.5,0,1,0,0.0,0,1.75,0,0
0.5599999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,2.1,0.0,0,1.75,0,0.0,0.36,3.5,0,1,0,0.0,0,1.75,0,0
0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,2.1,0.0,0,1.75,0,0.0,0.42,3.5,0,1,0,0.0,0,1.75,0,0
0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,2.1,0.0,0,1.75,0,0.0,0.48,3.5,0,1,0,0.0,0,1.75,0,0
0.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,2.1,0.0,0,1.75,0,0.0,0.54,3.5,0,1,0,0.0,0,1.75,0,0
0.7200000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2.1,0.0,0,1.75,0,0.0,0.6,3.5,0,2,0,0.0,0,1.75,0,0
0.7600000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,1.96,0.0,0,1.633,0,0.0,0.66,3.267,0,2,0,0.0,0,1.633,0,0
0.8000000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,1.82,0.0,0,1.517,0,0.0,0.72,3.033,0,2,0,0.0,0,1.517,0,0
0.8400000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,1.68,0.0,0,1.4,0,0.0,0.78,2.8,0,2,0,0.0,0,1.4,0,0
0.8800000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,1.54,0.0,0,1.283,0,0.0,0.84,2.567,0,2,0,0.0,0,1.283,0,0
0.9200000000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,1.4,0.0,0,1.167,0,0.0,0.9,2.333,0,3,0,0.0,0,1.167,0,0
0.9600000000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,1.26,0.0,0,1.05,0,0.0,0.8999999999999999,2.1,0,3,0,0.0,0,1.05,0,0
1.0000000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,1.12,0.0,0,0.933,0,0.0,0.8999999999999999,1.867,0,3,0,0.0,0,0.933,0,0
1.0400000000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0.98,0.0,0,0.817,0,0.0,0.8999999999999999,1.633,0,3,0,0.0,0,0.817,0,0
1.0800000000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0.84,0.0,0,0.7,0,0.0,0.8999999999999999,1.4,0,3,0,0.0,0,0.7,0,0
1.1200000000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0.7,0.0,0,0.583,0,0.0,0.8999999999999999,1.167,0,3,0,0.0,0,0.583,0,0
1.1600000000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0.56,0.0,0,0.467,0,0.0,0.8999999999999999,0.933,0,3,0,0.0,0,0.467,0,0
1.2000000000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0.42,0.0,0,0.35,0,0.0,0.8999999999999999,0.7,0,3,0,0.0,0,0.35,0,0
1.2400000000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0.28,0.0,0,0.233,0,0.0,0.8999999999999999,0.467,0,3,0,0.0,0,0.233,0,0
1.2800000000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0.14,0.0,0,0.117,0,0.0,0.8999999999999999,0.233,0,3,0,0.0,0,0.117,0,0
1.3200000000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0.0,0.0,0,0.0,0,0.0,0.8999999999999999,0.0,0,3,0,0.0,0,0.0,0,0
1.3600000000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0.0,0.0,0,0.0,0,0.0,0.8999999999999999,0.0,0,3,0,0.0,0,0.0,0,0
1.4000000000000006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0.0,0.0,0,0.0,0,0.0,0.8999999999999999,0.0,0,3,0,0.0,0,0.0,0,0
1.4400000000000006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0.0,0.0,0,0.0,0,0.0,0.8999999999999999,0.0,0,3,0,0.0,0,0.0,0,0
1.4800000000000006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0.0,0.0,0,0.0,0,0.0,0.8999999999999999,0.0,0,3,0,0.0,0,0.0,0,0
1.520000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0.0,0.0,0,0.0,0,0.0,0.8999999999999999,0.0,0,3,0,0.0,0,0.0,0,0
1.5600000000000007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0.0,0.0,0,0.0,0,0.0,0.8999999999999999,0.0,0,3,0,0.0,0,0.0,0,0
1.6000000000000008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0.0,0.0,0,0.0,0,0.0,0.8999999999999999,0.0,0,3,0,0.0,0,0.0,0,0
1.6400000000000008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0.0,0.0,0,0.0,0,0.0,0.8999999999999999,0.0,0,3,0,0.0,0,0.0,0,0
1.6800000000000008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0.0,0.0,0,0.0,0,0.0,0.8999999999999999,0.0,0,3,0,0.0,0,0.0,0,0
1.7200000000000009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,0.0,0.0,0,0.0,0,0.0,0.84,0.0,0,2,0,0.0,0,0.0,0,0
1.760000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,0.0,0.0,0,0.0,0,0.0,0.78,0.0,0,2,0,0.0,0,0.0,0,0
1.800000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0.0,0.0,0,0.0,0,0.0,0.72,0.0,0,2,0,0.0,0,0.0,0,0
1.840000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0.0,0.0,0,0.0,0,0.0,0.66,0.0,0,2,0,0.0,0,0.0,0,0
1.880000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0,0.0,0,0.0,0.6,0.0,0,2,0,0.0,0,0.0,0,0
1.920000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.0,0.0,0,0.0,0,0.0,0.54,0.0,0,1,0,0.0,0,0.0,0,0
1.960000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.0,0.0,0,0.0,0,0.0,0.48,0.0,0,1,0,0.0,0,0.0,0,0
2.000000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.0,0.0,0,0.0,0,0.0,0.42,0.0,0,1,0,0.0,0,0.0,0,0
2.040000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.0,0.0,0,0.0,0,0.0,0.36,0.0,0,1,0,0.0,0,0.0,0,0
2.080000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.0,0.0,0,0.0,0,0.0,0.3,0.0,0,1,0,0.0,0,0.0,0,0
2.120000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.0,0.0,0,0.0,0,0.0,0.24,0.0,0,0,0,0.0,0,0.0,0,0
