Sequence,Cluster,Dimension,Turn,Value,nBeforeCluster,nAllSegments,Support,Confidence,Lift,Conviction
RestOver-null,0,Frd,Spk,-0.1335,10,37,0.041666666666666664,0.2702702702702703,0.8648648648648649,0.9421296296296297
HeadAt-HeadAt-null,0,Frd,Spk,-0.1335,18,49,0.075,0.3673469387755102,1.1755102040816328,1.0866935483870968
HeadAt-HeadDownN-null,0,Frd,Spk,-0.1335,13,39,0.05416666666666667,0.3333333333333333,1.0666666666666667,1.0312499999999998
HeadDownN-HeadAt-null,0,Frd,Spk,-0.1335,19,53,0.07916666666666666,0.3584905660377358,1.1471698113207547,1.071691176470588
HeadAt-HeadDownL-null,0,Frd,Spk,-0.1335,13,36,0.05416666666666667,0.3611111111111111,1.1555555555555554,1.0760869565217392
HeadDownL-HeadAt-null,0,Frd,Spk,-0.1335,15,49,0.0625,0.30612244897959184,0.9795918367346939,0.9908088235294118
HeadAt-HeadUpL-null,0,Frd,Spk,-0.1335,8,19,0.03333333333333333,0.42105263157894735,1.3473684210526315,1.1875
HeadAt-HeadSideN-null,0,Frd,Spk,-0.1335,9,21,0.0375,0.42857142857142855,1.3714285714285714,1.203125
HeadSideN-HeadAt-null,0,Frd,Spk,-0.1335,11,25,0.04583333333333333,0.44,1.408,1.2276785714285714
HeadNodLN-HeadAt-null,0,Frd,Spk,-0.1335,9,27,0.0375,0.3333333333333333,1.0666666666666667,1.0312499999999998
HeadAt-EyebrowUpN-null,0,Frd,Spk,-0.1335,10,36,0.041666666666666664,0.2777777777777778,0.888888888888889,0.951923076923077
EyebrowUpN-HeadAt-null,0,Frd,Spk,-0.1335,14,48,0.058333333333333334,0.2916666666666667,0.9333333333333333,0.9705882352941178
GestObjectManipulation-HeadAt-null,0,Frd,Spk,-0.1335,8,25,0.03333333333333333,0.32,1.024,1.011029411764706
HeadAt-GestAdaptorArms-null,0,Frd,Spk,-0.1335,9,20,0.0375,0.45,1.44,1.25
GestAdaptorArms-HeadAt-null,0,Frd,Spk,-0.1335,8,20,0.03333333333333333,0.4,1.28,1.1458333333333335
HeadAt-RestArmsCrossed-null,0,Frd,Spk,-0.1335,8,22,0.03333333333333333,0.36363636363636365,1.1636363636363636,1.0803571428571428
HeadAt-RestHandsTogether-null,0,Frd,Spk,-0.1335,11,30,0.04583333333333333,0.36666666666666664,1.1733333333333333,1.0855263157894737
RestHandsTogether-HeadAt-null,0,Frd,Spk,-0.1335,12,28,0.05,0.42857142857142855,1.3714285714285714,1.203125
HeadDownN-HeadDownN-null,0,Frd,Spk,-0.1335,9,27,0.0375,0.3333333333333333,1.0666666666666667,1.0312499999999998
HeadDownN-HeadDownL-null,0,Frd,Spk,-0.1335,12,28,0.05,0.42857142857142855,1.3714285714285714,1.203125
HeadDownN-HeadUpL-null,0,Frd,Spk,-0.1335,12,26,0.05,0.46153846153846156,1.476923076923077,1.2767857142857144
HeadDownN-EyebrowUpN-null,0,Frd,Spk,-0.1335,10,31,0.041666666666666664,0.3225806451612903,1.032258064516129,1.0148809523809523
EyebrowUpN-HeadDownN-null,0,Frd,Spk,-0.1335,10,30,0.041666666666666664,0.3333333333333333,1.0666666666666667,1.0312499999999998
HeadDownN-GestAdaptorArms-null,0,Frd,Spk,-0.1335,10,25,0.041666666666666664,0.4,1.28,1.1458333333333335
HeadDownN-RestHandsTogether-null,0,Frd,Spk,-0.1335,11,24,0.04583333333333333,0.4583333333333333,1.4666666666666666,1.2692307692307692
HeadDownL-HeadDownL-null,0,Frd,Spk,-0.1335,8,27,0.03333333333333333,0.2962962962962963,0.9481481481481481,0.9769736842105263
HeadDownL-HeadUpL-null,0,Frd,Spk,-0.1335,9,21,0.0375,0.42857142857142855,1.3714285714285714,1.203125
HeadDownL-HeadSideN-null,0,Frd,Spk,-0.1335,8,18,0.03333333333333333,0.4444444444444444,1.422222222222222,1.2375
EyebrowUpN-HeadDownL-null,0,Frd,Spk,-0.1335,8,29,0.03333333333333333,0.27586206896551724,0.8827586206896552,0.9494047619047619
HeadDownL-GestAdaptorArms-null,0,Frd,Spk,-0.1335,9,20,0.0375,0.45,1.44,1.25
HeadDownL-RestHandsTogether-null,0,Frd,Spk,-0.1335,9,19,0.0375,0.47368421052631576,1.5157894736842104,1.3062499999999997
RestHandsTogether-HeadDownL-null,0,Frd,Spk,-0.1335,9,23,0.0375,0.391304347826087,1.2521739130434784,1.1294642857142856
HeadUpL-GestAdaptorArms-null,0,Frd,Spk,-0.1335,9,19,0.0375,0.47368421052631576,1.5157894736842104,1.3062499999999997
HeadUpL-RestHandsTogether-null,0,Frd,Spk,-0.1335,8,15,0.03333333333333333,0.5333333333333333,1.7066666666666666,1.4732142857142856
EyebrowUpN-EyebrowUpN-null,0,Frd,Spk,-0.1335,8,31,0.03333333333333333,0.25806451612903225,0.8258064516129032,0.9266304347826086
EyebrowUpN-RestArmsCrossed-null,0,Frd,Spk,-0.1335,10,24,0.041666666666666664,0.4166666666666667,1.3333333333333335,1.1785714285714288
GestAdaptorArms-RestHandsTogether-null,0,Frd,Spk,-0.1335,9,24,0.0375,0.375,1.2,1.1
RestArmsCrossed-RestArmsCrossed-null,0,Frd,Spk,-0.1335,8,23,0.03333333333333333,0.34782608695652173,1.1130434782608696,1.0541666666666667
RestHandsTogether-RestHandsTogether-null,0,Frd,Spk,-0.1335,9,30,0.0375,0.3,0.96,0.9821428571428572
HeadAt-HeadAt-HeadAt-null,0,Frd,Spk,-0.1335,10,25,0.041666666666666664,0.4,1.28,1.1458333333333335
HeadAt-HeadAt-HeadDownN-null,0,Frd,Spk,-0.1335,8,23,0.03333333333333333,0.34782608695652173,1.1130434782608696,1.0541666666666667
HeadAt-HeadAt-EyebrowUpN-null,0,Frd,Spk,-0.1335,9,21,0.0375,0.42857142857142855,1.3714285714285714,1.203125
HeadAt-HeadDownN-HeadAt-null,0,Frd,Spk,-0.1335,9,28,0.0375,0.32142857142857145,1.0285714285714287,1.013157894736842
HeadDownN-HeadAt-HeadAt-null,0,Frd,Spk,-0.1335,11,21,0.04583333333333333,0.5238095238095238,1.6761904761904762,1.44375
HeadDownN-HeadAt-HeadDownN-null,0,Frd,Spk,-0.1335,8,20,0.03333333333333333,0.4,1.28,1.1458333333333335
HeadAt-HeadDownL-HeadAt-null,0,Frd,Spk,-0.1335,8,22,0.03333333333333333,0.36363636363636365,1.1636363636363636,1.0803571428571428
HeadAt-RestHandsTogether-HeadAt-null,0,Frd,Spk,-0.1335,8,14,0.03333333333333333,0.5714285714285714,1.8285714285714285,1.6041666666666665
HeadAt-null,1,Frd,Spk,0.0936511627906977,35,116,0.14583333333333334,0.3017241379310345,1.1314655172413792,1.0502057613168725
HeadDownN-null,1,Frd,Spk,0.0936511627906977,22,90,0.09166666666666666,0.24444444444444444,0.9166666666666666,0.9705882352941178
HeadDownL-null,1,Frd,Spk,0.0936511627906977,24,89,0.1,0.2696629213483146,1.0112359550561798,1.0041025641025643
HeadUpL-null,1,Frd,Spk,0.0936511627906977,10,52,0.041666666666666664,0.19230769230769232,0.7211538461538463,0.907936507936508
HeadSideL-null,1,Frd,Spk,0.0936511627906977,12,31,0.05,0.3870967741935484,1.4516129032258065,1.1964912280701756
HeadSideN-null,1,Frd,Spk,0.0936511627906977,8,36,0.03333333333333333,0.2222222222222222,0.8333333333333333,0.942857142857143
HeadNodNY-null,1,Frd,Spk,0.0936511627906977,8,22,0.03333333333333333,0.36363636363636365,1.3636363636363638,1.1523809523809525
HeadNodLY-null,1,Frd,Spk,0.0936511627906977,9,32,0.0375,0.28125,1.0546875,1.020289855072464
HeadNodNN-null,1,Frd,Spk,0.0936511627906977,6,23,0.025,0.2608695652173913,0.9782608695652174,0.9921568627450982
HeadNodLN-null,1,Frd,Spk,0.0936511627906977,16,44,0.06666666666666667,0.36363636363636365,1.3636363636363638,1.1523809523809525
HeadShakeLY-null,1,Frd,Spk,0.0936511627906977,7,14,0.029166666666666667,0.5,1.875,1.4666666666666668
BodyStraight-null,1,Frd,Spk,0.0936511627906977,9,35,0.0375,0.2571428571428571,0.9642857142857142,0.9871794871794872
BodyLeanN-null,1,Frd,Spk,0.0936511627906977,7,22,0.029166666666666667,0.3181818181818182,1.1931818181818181,1.0755555555555556
EyebrowUpN-null,1,Frd,Spk,0.0936511627906977,23,88,0.09583333333333334,0.26136363636363635,0.9801136363636364,0.9928205128205129
EyebrowUpL-null,1,Frd,Spk,0.0936511627906977,11,30,0.04583333333333333,0.36666666666666664,1.375,1.1578947368421053
SmileN-null,1,Frd,Spk,0.0936511627906977,6,29,0.025,0.20689655172413793,0.7758620689655172,0.9246376811594204
GestObjectManipulation-null,1,Frd,Spk,0.0936511627906977,10,41,0.041666666666666664,0.24390243902439024,0.9146341463414634,0.9698924731182796
GestAdaptorArms-null,1,Frd,Spk,0.0936511627906977,12,52,0.05,0.23076923076923078,0.8653846153846154,0.9533333333333335
RestArmsCrossed-null,1,Frd,Spk,0.0936511627906977,10,45,0.041666666666666664,0.2222222222222222,0.8333333333333333,0.942857142857143
RestHandsTogether-null,1,Frd,Spk,0.0936511627906977,19,62,0.07916666666666666,0.3064516129032258,1.1491935483870968,1.0573643410852713
RestOver-null,1,Frd,Spk,0.0936511627906977,8,37,0.03333333333333333,0.21621621621621623,0.8108108108108109,0.935632183908046
HeadAt-HeadAt-null,1,Frd,Spk,0.0936511627906977,12,49,0.05,0.24489795918367346,0.9183673469387755,0.9711711711711714
HeadAt-HeadDownN-null,1,Frd,Spk,0.0936511627906977,10,39,0.041666666666666664,0.2564102564102564,0.9615384615384615,0.9862068965517242
HeadDownN-HeadAt-null,1,Frd,Spk,0.0936511627906977,16,53,0.06666666666666667,0.3018867924528302,1.1320754716981132,1.0504504504504504
HeadAt-HeadDownL-null,1,Frd,Spk,0.0936511627906977,11,36,0.04583333333333333,0.3055555555555556,1.1458333333333335,1.056
HeadDownL-HeadAt-null,1,Frd,Spk,0.0936511627906977,14,49,0.058333333333333334,0.2857142857142857,1.0714285714285714,1.0266666666666666
HeadUpL-HeadAt-null,1,Frd,Spk,0.0936511627906977,6,21,0.025,0.2857142857142857,1.0714285714285714,1.0266666666666666
HeadAt-HeadSideL-null,1,Frd,Spk,0.0936511627906977,7,13,0.029166666666666667,0.5384615384615384,2.019230769230769,1.588888888888889
HeadSideL-HeadAt-null,1,Frd,Spk,0.0936511627906977,10,25,0.041666666666666664,0.4,1.5,1.2222222222222223
HeadAt-HeadNodLN-null,1,Frd,Spk,0.0936511627906977,6,20,0.025,0.3,1.125,1.0476190476190477
HeadNodLN-HeadAt-null,1,Frd,Spk,0.0936511627906977,9,27,0.0375,0.3333333333333333,1.25,1.0999999999999999
HeadAt-HeadShakeLY-null,1,Frd,Spk,0.0936511627906977,6,10,0.025,0.6,2.25,1.8333333333333335
HeadAt-EyebrowUpN-null,1,Frd,Spk,0.0936511627906977,11,36,0.04583333333333333,0.3055555555555556,1.1458333333333335,1.056
EyebrowUpN-HeadAt-null,1,Frd,Spk,0.0936511627906977,13,48,0.05416666666666667,0.2708333333333333,1.015625,1.0057142857142858
GestObjectManipulation-HeadAt-null,1,Frd,Spk,0.0936511627906977,6,25,0.025,0.24,0.9,0.9649122807017545
GestAdaptorArms-HeadAt-null,1,Frd,Spk,0.0936511627906977,6,20,0.025,0.3,1.125,1.0476190476190477
HeadAt-RestHandsTogether-null,1,Frd,Spk,0.0936511627906977,9,30,0.0375,0.3,1.125,1.0476190476190477
RestHandsTogether-HeadAt-null,1,Frd,Spk,0.0936511627906977,7,28,0.029166666666666667,0.25,0.9375,0.9777777777777779
HeadDownN-HeadDownN-null,1,Frd,Spk,0.0936511627906977,8,27,0.03333333333333333,0.2962962962962963,1.1111111111111112,1.0421052631578949
HeadDownN-HeadDownL-null,1,Frd,Spk,0.0936511627906977,7,28,0.029166666666666667,0.25,0.9375,0.9777777777777779
HeadDownL-HeadDownN-null,1,Frd,Spk,0.0936511627906977,9,26,0.0375,0.34615384615384615,1.2980769230769231,1.1215686274509804
HeadDownN-HeadUpL-null,1,Frd,Spk,0.0936511627906977,8,26,0.03333333333333333,0.3076923076923077,1.153846153846154,1.0592592592592593
HeadDownN-HeadNodLN-null,1,Frd,Spk,0.0936511627906977,6,20,0.025,0.3,1.125,1.0476190476190477
HeadDownN-EyebrowUpN-null,1,Frd,Spk,0.0936511627906977,8,31,0.03333333333333333,0.25806451612903225,0.967741935483871,0.9884057971014494
EyebrowUpN-HeadDownN-null,1,Frd,Spk,0.0936511627906977,7,30,0.029166666666666667,0.23333333333333334,0.875,0.9565217391304349
HeadDownN-GestAdaptorArms-null,1,Frd,Spk,0.0936511627906977,7,25,0.029166666666666667,0.28,1.05,1.0185185185185186
HeadDownN-RestHandsTogether-null,1,Frd,Spk,0.0936511627906977,8,24,0.03333333333333333,0.3333333333333333,1.25,1.0999999999999999
HeadDownL-HeadDownL-null,1,Frd,Spk,0.0936511627906977,8,27,0.03333333333333333,0.2962962962962963,1.1111111111111112,1.0421052631578949
HeadSideL-HeadDownL-null,1,Frd,Spk,0.0936511627906977,8,16,0.03333333333333333,0.5,1.875,1.4666666666666668
HeadNodLN-HeadDownL-null,1,Frd,Spk,0.0936511627906977,8,19,0.03333333333333333,0.42105263157894735,1.5789473684210527,1.2666666666666666
HeadDownL-EyebrowUpN-null,1,Frd,Spk,0.0936511627906977,7,28,0.029166666666666667,0.25,0.9375,0.9777777777777779
EyebrowUpN-HeadDownL-null,1,Frd,Spk,0.0936511627906977,9,29,0.0375,0.3103448275862069,1.163793103448276,1.0633333333333332
EyebrowUpL-HeadDownL-null,1,Frd,Spk,0.0936511627906977,10,19,0.041666666666666664,0.5263157894736842,1.9736842105263157,1.5481481481481483
HeadDownL-RestHandsTogether-null,1,Frd,Spk,0.0936511627906977,7,19,0.029166666666666667,0.3684210526315789,1.381578947368421,1.1611111111111112
RestHandsTogether-HeadDownL-null,1,Frd,Spk,0.0936511627906977,8,23,0.03333333333333333,0.34782608695652173,1.3043478260869565,1.1244444444444446
HeadUpL-HeadNodLN-null,1,Frd,Spk,0.0936511627906977,6,13,0.025,0.46153846153846156,1.7307692307692308,1.3619047619047622
HeadSideL-HeadSideL-null,1,Frd,Spk,0.0936511627906977,6,10,0.025,0.6,2.25,1.8333333333333335
RestHandsTogether-HeadNodLN-null,1,Frd,Spk,0.0936511627906977,6,16,0.025,0.375,1.40625,1.1733333333333333
EyebrowUpN-EyebrowUpN-null,1,Frd,Spk,0.0936511627906977,11,31,0.04583333333333333,0.3548387096774194,1.3306451612903227,1.1366666666666667
EyebrowUpN-GestAdaptorArms-null,1,Frd,Spk,0.0936511627906977,6,15,0.025,0.4,1.5,1.2222222222222223
GestAdaptorArms-RestHandsTogether-null,1,Frd,Spk,0.0936511627906977,7,24,0.029166666666666667,0.2916666666666667,1.09375,1.035294117647059
RestHandsTogether-RestHandsTogether-null,1,Frd,Spk,0.0936511627906977,10,30,0.041666666666666664,0.3333333333333333,1.25,1.0999999999999999
HeadAt-HeadAt-HeadAt-null,1,Frd,Spk,0.0936511627906977,6,25,0.025,0.24,0.9,0.9649122807017545
HeadAt-HeadAt-HeadDownL-null,1,Frd,Spk,0.0936511627906977,6,17,0.025,0.35294117647058826,1.323529411764706,1.1333333333333335
HeadAt-HeadDownN-HeadAt-null,1,Frd,Spk,0.0936511627906977,6,28,0.025,0.21428571428571427,0.8035714285714285,0.9333333333333335
HeadAt-HeadDownL-HeadAt-null,1,Frd,Spk,0.0936511627906977,6,22,0.025,0.2727272727272727,1.0227272727272727,1.0083333333333333
HeadDownL-HeadAt-HeadAt-null,1,Frd,Spk,0.0936511627906977,6,20,0.025,0.3,1.125,1.0476190476190477
HeadDownL-HeadAt-HeadDownN-null,1,Frd,Spk,0.0936511627906977,6,18,0.025,0.3333333333333333,1.25,1.0999999999999999
HeadDownL-HeadAt-HeadDownL-null,1,Frd,Spk,0.0936511627906977,7,19,0.029166666666666667,0.3684210526315789,1.381578947368421,1.1611111111111112
HeadSideL-HeadAt-HeadAt-null,1,Frd,Spk,0.0936511627906977,6,15,0.025,0.4,1.5,1.2222222222222223
HeadSideL-HeadAt-HeadDownL-null,1,Frd,Spk,0.0936511627906977,6,8,0.025,0.75,2.8125,2.9333333333333336
HeadSideL-HeadAt-HeadSideL-null,1,Frd,Spk,0.0936511627906977,6,9,0.025,0.6666666666666666,2.5,2.1999999999999997
HeadAt-EyebrowUpN-EyebrowUpN-null,1,Frd,Spk,0.0936511627906977,6,16,0.025,0.375,1.40625,1.1733333333333333
EyebrowUpN-HeadAt-HeadAt-null,1,Frd,Spk,0.0936511627906977,6,22,0.025,0.2727272727272727,1.0227272727272727,1.0083333333333333
EyebrowUpN-HeadAt-EyebrowUpN-null,1,Frd,Spk,0.0936511627906977,7,21,0.029166666666666667,0.3333333333333333,1.25,1.0999999999999999
HeadDownL-HeadDownN-HeadAt-null,1,Frd,Spk,0.0936511627906977,7,18,0.029166666666666667,0.3888888888888889,1.4583333333333335,1.2
HeadDownN-HeadUpL-HeadAt-null,1,Frd,Spk,0.0936511627906977,6,13,0.025,0.46153846153846156,1.7307692307692308,1.3619047619047622
EyebrowUpN-HeadDownN-HeadAt-null,1,Frd,Spk,0.0936511627906977,6,20,0.025,0.3,1.125,1.0476190476190477
HeadSideL-HeadDownL-HeadAt-null,1,Frd,Spk,0.0936511627906977,6,14,0.025,0.42857142857142855,1.607142857142857,1.2833333333333334
EyebrowUpN-HeadDownL-HeadAt-null,1,Frd,Spk,0.0936511627906977,6,20,0.025,0.3,1.125,1.0476190476190477
EyebrowUpN-EyebrowUpN-HeadAt-null,1,Frd,Spk,0.0936511627906977,6,15,0.025,0.4,1.5,1.2222222222222223
HeadAt-null,2,Frd,Spk,0.22555999999999998,32,116,0.13333333333333333,0.27586206896551724,1.0185676392572944,1.0069444444444446
HeadDownN-null,2,Frd,Spk,0.22555999999999998,24,90,0.1,0.26666666666666666,0.9846153846153847,0.9943181818181819
HeadDownL-null,2,Frd,Spk,0.22555999999999998,23,89,0.09583333333333334,0.25842696629213485,0.9541918755401902,0.9832702020202021
HeadUpL-null,2,Frd,Spk,0.22555999999999998,13,52,0.05416666666666667,0.25,0.9230769230769231,0.9722222222222223
HeadSideL-null,2,Frd,Spk,0.22555999999999998,11,31,0.04583333333333333,0.3548387096774194,1.3101736972704716,1.1302083333333335
HeadSideN-null,2,Frd,Spk,0.22555999999999998,9,36,0.0375,0.25,0.9230769230769231,0.9722222222222223
HeadNodNY-null,2,Frd,Spk,0.22555999999999998,10,22,0.041666666666666664,0.45454545454545453,1.6783216783216783,1.3368055555555558
HeadNodLY-null,2,Frd,Spk,0.22555999999999998,12,32,0.05,0.375,1.3846153846153848,1.1666666666666667
HeadNodNN-null,2,Frd,Spk,0.22555999999999998,8,23,0.03333333333333333,0.34782608695652173,1.2842809364548495,1.1180555555555556
HeadNodLN-null,2,Frd,Spk,0.22555999999999998,11,44,0.04583333333333333,0.25,0.9230769230769231,0.9722222222222223
HeadShakeNN-null,2,Frd,Spk,0.22555999999999998,6,15,0.025,0.4,1.476923076923077,1.215277777777778
HeadShakeLN-null,2,Frd,Spk,0.22555999999999998,6,15,0.025,0.4,1.476923076923077,1.215277777777778
BodyStraight-null,2,Frd,Spk,0.22555999999999998,10,35,0.041666666666666664,0.2857142857142857,1.054945054945055,1.0208333333333335
BodyLeanL-null,2,Frd,Spk,0.22555999999999998,7,20,0.029166666666666667,0.35,1.2923076923076924,1.1217948717948718
EyebrowUpN-null,2,Frd,Spk,0.22555999999999998,26,88,0.10833333333333334,0.29545454545454547,1.090909090909091,1.0349462365591398
EyebrowUpL-null,2,Frd,Spk,0.22555999999999998,8,30,0.03333333333333333,0.26666666666666666,0.9846153846153847,0.9943181818181819
SmileN-null,2,Frd,Spk,0.22555999999999998,15,29,0.0625,0.5172413793103449,1.9098143236074274,1.510416666666667
GestObjectManipulation-null,2,Frd,Spk,0.22555999999999998,12,41,0.05,0.2926829268292683,1.0806754221388368,1.0308908045977012
GestAdaptorArms-null,2,Frd,Spk,0.22555999999999998,16,52,0.06666666666666667,0.3076923076923077,1.1360946745562133,1.053240740740741
RestArmsCrossed-null,2,Frd,Spk,0.22555999999999998,14,45,0.058333333333333334,0.3111111111111111,1.1487179487179489,1.058467741935484
RestHandsTogether-null,2,Frd,Spk,0.22555999999999998,14,62,0.058333333333333334,0.22580645161290322,0.8337468982630273,0.9418402777777779
RestOver-null,2,Frd,Spk,0.22555999999999998,13,37,0.05416666666666667,0.35135135135135137,1.2972972972972974,1.1241319444444444
HeadAt-HeadAt-null,2,Frd,Spk,0.22555999999999998,14,49,0.058333333333333334,0.2857142857142857,1.054945054945055,1.0208333333333335
HeadAt-HeadDownN-null,2,Frd,Spk,0.22555999999999998,11,39,0.04583333333333333,0.28205128205128205,1.0414201183431953,1.015625
HeadDownN-HeadAt-null,2,Frd,Spk,0.22555999999999998,14,53,0.058333333333333334,0.2641509433962264,0.9753265602322206,0.9909188034188035
HeadAt-HeadDownL-null,2,Frd,Spk,0.22555999999999998,9,36,0.0375,0.25,0.9230769230769231,0.9722222222222223
HeadDownL-HeadAt-null,2,Frd,Spk,0.22555999999999998,14,49,0.058333333333333334,0.2857142857142857,1.054945054945055,1.0208333333333335
HeadSideL-HeadAt-null,2,Frd,Spk,0.22555999999999998,9,25,0.0375,0.36,1.3292307692307692,1.1393229166666667
HeadSideN-HeadAt-null,2,Frd,Spk,0.22555999999999998,7,25,0.029166666666666667,0.28,1.033846153846154,1.0127314814814816
HeadNodLY-HeadAt-null,2,Frd,Spk,0.22555999999999998,7,19,0.029166666666666667,0.3684210526315789,1.360323886639676,1.154513888888889
HeadNodLN-HeadAt-null,2,Frd,Spk,0.22555999999999998,7,27,0.029166666666666667,0.25925925925925924,0.9572649572649573,0.9843750000000001
HeadAt-EyebrowUpN-null,2,Frd,Spk,0.22555999999999998,11,36,0.04583333333333333,0.3055555555555556,1.1282051282051284,1.05
EyebrowUpN-HeadAt-null,2,Frd,Spk,0.22555999999999998,14,48,0.058333333333333334,0.2916666666666667,1.076923076923077,1.0294117647058825
HeadAt-SmileN-null,2,Frd,Spk,0.22555999999999998,9,18,0.0375,0.5,1.8461538461538463,1.4583333333333335
GestObjectManipulation-HeadAt-null,2,Frd,Spk,0.22555999999999998,8,25,0.03333333333333333,0.32,1.1815384615384616,1.0723039215686276
HeadAt-RestArmsCrossed-null,2,Frd,Spk,0.22555999999999998,8,22,0.03333333333333333,0.36363636363636365,1.3426573426573427,1.1458333333333335
RestHandsTogether-HeadAt-null,2,Frd,Spk,0.22555999999999998,7,28,0.029166666666666667,0.25,0.9230769230769231,0.9722222222222223
HeadAt-RestOver-null,2,Frd,Spk,0.22555999999999998,8,21,0.03333333333333333,0.38095238095238093,1.4065934065934067,1.1778846153846154
HeadDownN-HeadDownN-null,2,Frd,Spk,0.22555999999999998,8,27,0.03333333333333333,0.2962962962962963,1.0940170940170941,1.036184210526316
HeadDownL-HeadDownN-null,2,Frd,Spk,0.22555999999999998,7,26,0.029166666666666667,0.2692307692307692,0.9940828402366864,0.9978070175438597
HeadDownN-EyebrowUpN-null,2,Frd,Spk,0.22555999999999998,10,31,0.041666666666666664,0.3225806451612903,1.1910669975186106,1.0763888888888888
EyebrowUpN-HeadDownN-null,2,Frd,Spk,0.22555999999999998,9,30,0.0375,0.3,1.1076923076923078,1.0416666666666667
HeadDownN-SmileN-null,2,Frd,Spk,0.22555999999999998,7,14,0.029166666666666667,0.5,1.8461538461538463,1.4583333333333335
GestObjectManipulation-HeadDownN-null,2,Frd,Spk,0.22555999999999998,7,13,0.029166666666666667,0.5384615384615384,1.9881656804733727,1.5798611111111112
HeadDownL-HeadDownL-null,2,Frd,Spk,0.22555999999999998,8,27,0.03333333333333333,0.2962962962962963,1.0940170940170941,1.036184210526316
HeadDownL-EyebrowUpN-null,2,Frd,Spk,0.22555999999999998,9,28,0.0375,0.32142857142857145,1.186813186813187,1.074561403508772
EyebrowUpN-HeadDownL-null,2,Frd,Spk,0.22555999999999998,7,29,0.029166666666666667,0.2413793103448276,0.8912466843501328,0.9611742424242425
HeadDownL-RestArmsCrossed-null,2,Frd,Spk,0.22555999999999998,7,16,0.029166666666666667,0.4375,1.6153846153846154,1.2962962962962965
RestArmsCrossed-HeadDownL-null,2,Frd,Spk,0.22555999999999998,7,16,0.029166666666666667,0.4375,1.6153846153846154,1.2962962962962965
HeadUpL-RestOver-null,2,Frd,Spk,0.22555999999999998,7,13,0.029166666666666667,0.5384615384615384,1.9881656804733727,1.5798611111111112
EyebrowUpN-EyebrowUpN-null,2,Frd,Spk,0.22555999999999998,7,31,0.029166666666666667,0.22580645161290322,0.8337468982630273,0.9418402777777779
GestObjectManipulation-EyebrowUpN-null,2,Frd,Spk,0.22555999999999998,7,19,0.029166666666666667,0.3684210526315789,1.360323886639676,1.154513888888889
EyebrowUpN-RestArmsCrossed-null,2,Frd,Spk,0.22555999999999998,7,24,0.029166666666666667,0.2916666666666667,1.076923076923077,1.0294117647058825
RestArmsCrossed-EyebrowUpN-null,2,Frd,Spk,0.22555999999999998,7,23,0.029166666666666667,0.30434782608695654,1.1237458193979935,1.0481770833333335
RestArmsCrossed-RestArmsCrossed-null,2,Frd,Spk,0.22555999999999998,8,23,0.03333333333333333,0.34782608695652173,1.2842809364548495,1.1180555555555556
RestHandsTogether-RestHandsTogether-null,2,Frd,Spk,0.22555999999999998,9,30,0.0375,0.3,1.1076923076923078,1.0416666666666667
HeadAt-HeadAt-HeadDownN-null,2,Frd,Spk,0.22555999999999998,8,23,0.03333333333333333,0.34782608695652173,1.2842809364548495,1.1180555555555556
